custom_year,custom_month,custom_day,custom_date,custom_user_id,custom_produit_id,custom_event_name,sales,quantity
year1,month1,day4,date4,user1970,produit81,event_name1,,
year1,month1,day1,date1,user1981,produit81,event_name1,,
year1,month1,day3,date3,user2035,produit81,event_name1,,
year1,month1,day8,date8,user2100,produit81,event_name1,,
year1,month1,day6,date6,user2121,produit81,event_name1,,
year1,month1,day7,date7,user2121,produit81,event_name1,,
year1,month1,day1,date1,user2261,produit81,event_name1,,
year1,month1,day5,date5,user2265,produit81,event_name1,,
year1,month1,day4,date4,user2268,produit81,event_name1,,
year1,month1,day5,date5,user2282,produit81,event_name1,,
year1,month1,day8,date8,user2297,produit81,event_name1,,
year1,month1,day1,date1,user2415,produit81,event_name1,,
year1,month1,day4,date4,user2497,produit81,event_name1,,
year1,month1,day2,date2,user2514,produit81,event_name1,,
year1,month1,day7,date7,user2553,produit81,event_name1,,
year1,month1,day7,date7,user2638,produit81,event_name1,,
year1,month1,day1,date1,user2691,produit81,event_name1,,
year1,month1,day4,date4,user2699,produit81,event_name1,,
year1,month1,day2,date2,user2797,produit81,event_name1,,
year1,month1,day5,date5,user2822,produit81,event_name1,,
year1,month1,day5,date5,user2825,produit81,event_name1,,
year1,month1,day8,date8,user2829,produit81,event_name1,,
year1,month1,day6,date6,user2885,produit81,event_name1,,
year1,month1,day2,date2,user2902,produit81,event_name1,,
year1,month1,day2,date2,user2902,produit81,event_name1,,
year1,month1,day4,date4,user2906,produit81,event_name1,,
year1,month1,day2,date2,user2942,produit81,event_name1,,
year1,month1,day6,date6,user2956,produit81,event_name1,,
year1,month1,day6,date6,user2956,produit81,event_name1,,
year1,month1,day1,date1,user2971,produit81,event_name1,,
year1,month1,day7,date7,user2995,produit81,event_name1,,
year1,month1,day1,date1,user3065,produit81,event_name1,,
year1,month1,day1,date1,user3078,produit81,event_name1,,
year1,month1,day1,date1,user3101,produit81,event_name1,,
year1,month1,day7,date7,user3127,produit81,event_name1,,
year1,month1,day5,date5,user3153,produit81,event_name1,,
year1,month1,day4,date4,user3176,produit81,event_name1,,
year1,month1,day5,date5,user3209,produit81,event_name1,,
year1,month1,day8,date8,user3253,produit81,event_name1,,
year1,month1,day2,date2,user3260,produit81,event_name1,,
year1,month1,day2,date2,user3260,produit81,event_name1,,
year1,month1,day2,date2,user3302,produit81,event_name1,,
year1,month1,day5,date5,user3353,produit81,event_name1,,
year1,month1,day4,date4,user3365,produit81,event_name1,,
year1,month1,day8,date8,user3408,produit81,event_name1,,
year1,month1,day3,date3,user3414,produit81,event_name1,,
year1,month1,day8,date8,user3434,produit81,event_name1,,
year1,month1,day8,date8,user3434,produit81,event_name1,,
year1,month1,day7,date7,user3441,produit81,event_name1,,
year1,month1,day7,date7,user3441,produit81,event_name1,,
year1,month1,day2,date2,user3529,produit81,event_name1,,
year1,month1,day7,date7,user3540,produit81,event_name1,,
year1,month1,day7,date7,user3553,produit81,event_name1,,
year1,month1,day7,date7,user3553,produit81,event_name1,,
year1,month1,day5,date5,user3568,produit81,event_name1,,
year1,month1,day5,date5,user3568,produit81,event_name1,,
year1,month1,day6,date6,user3575,produit81,event_name1,,
year1,month1,day4,date4,user3588,produit81,event_name1,,
year1,month1,day4,date4,user3588,produit81,event_name1,,
year1,month1,day7,date7,user3595,produit81,event_name1,,
year1,month1,day6,date6,user3645,produit81,event_name1,,
year1,month1,day1,date1,user3671,produit81,event_name1,,
year1,month1,day3,date3,user3757,produit81,event_name1,,
year1,month1,day7,date7,user3808,produit81,event_name1,,
year1,month1,day1,date1,user3831,produit81,event_name1,,
year1,month1,day3,date3,user3926,produit81,event_name1,,
year1,month1,day3,date3,user3951,produit81,event_name1,,
year1,month1,day5,date5,user3954,produit81,event_name1,,
year1,month1,day4,date4,user3970,produit81,event_name1,,
year1,month1,day2,date2,user3971,produit81,event_name1,,
year1,month1,day8,date8,user4039,produit81,event_name1,,
year1,month1,day2,date2,user4044,produit81,event_name1,,
year1,month1,day1,date1,user4060,produit81,event_name1,,
year1,month1,day1,date1,user4073,produit81,event_name1,,
year1,month1,day6,date6,user4117,produit81,event_name1,,
year1,month1,day8,date8,user4150,produit81,event_name1,,
year1,month1,day6,date6,user4159,produit81,event_name1,,
year1,month1,day6,date6,user4159,produit81,event_name1,,
year1,month1,day6,date6,user4159,produit81,event_name1,,
year1,month1,day6,date6,user4159,produit81,event_name1,,
year1,month1,day7,date7,user4168,produit81,event_name1,,
year1,month1,day4,date4,user4201,produit81,event_name1,,
year1,month1,day4,date4,user4201,produit81,event_name1,,
year1,month1,day2,date2,user4231,produit81,event_name1,,
year1,month1,day2,date2,user4292,produit81,event_name1,,
year1,month1,day4,date4,user4353,produit81,event_name1,,
year1,month1,day4,date4,user4357,produit81,event_name1,,
year1,month1,day7,date7,user4394,produit81,event_name1,,
year1,month1,day8,date8,user4436,produit81,event_name1,,
year1,month1,day5,date5,user4498,produit81,event_name1,,
year1,month1,day8,date8,user4503,produit81,event_name1,,
year1,month1,day7,date7,user4570,produit81,event_name1,,
year1,month1,day2,date2,user4660,produit81,event_name1,,
year1,month1,day5,date5,user4692,produit81,event_name1,,
year1,month1,day8,date8,user4705,produit81,event_name1,,
year1,month1,day2,date2,user4717,produit81,event_name1,,
year1,month1,day2,date2,user4717,produit81,event_name1,,
year1,month1,day5,date5,user4765,produit81,event_name1,,
year1,month1,day4,date4,user4786,produit81,event_name1,,
year1,month1,day5,date5,user4818,produit81,event_name1,,
year1,month1,day8,date8,user4827,produit81,event_name1,,
year1,month1,day8,date8,user4848,produit81,event_name1,,
year1,month1,day8,date8,user4848,produit81,event_name1,,
year1,month1,day8,date8,user4891,produit81,event_name1,,
year1,month1,day8,date8,user4905,produit81,event_name1,,
year1,month1,day1,date1,user4975,produit81,event_name1,,
year1,month1,day1,date1,user4975,produit81,event_name1,,
year1,month1,day1,date1,user4975,produit81,event_name1,,
year1,month1,day1,date1,user4975,produit81,event_name1,,
year1,month1,day3,date3,user4981,produit81,event_name1,,
year1,month1,day3,date3,user4981,produit81,event_name1,,
year1,month1,day6,date6,user5079,produit81,event_name1,,
year1,month1,day6,date6,user5079,produit81,event_name1,,
year1,month1,day8,date8,user5244,produit81,event_name1,,
year1,month1,day5,date5,user5302,produit81,event_name1,,
year1,month1,day5,date5,user5302,produit81,event_name1,,
year1,month1,day1,date1,user5326,produit81,event_name1,,
year1,month1,day6,date6,user5328,produit81,event_name1,,
year1,month1,day4,date4,user5395,produit81,event_name1,,
year1,month1,day3,date3,user5470,produit81,event_name1,,
year1,month1,day8,date8,user5479,produit81,event_name1,,
year1,month1,day5,date5,user5492,produit81,event_name1,,
year1,month1,day5,date5,user5492,produit81,event_name1,,
year1,month1,day7,date7,user5638,produit81,event_name1,,
year1,month1,day7,date7,user5648,produit81,event_name1,,
year1,month1,day6,date6,user5736,produit81,event_name1,,
year1,month1,day7,date7,user5764,produit81,event_name1,,
year1,month1,day5,date5,user5832,produit81,event_name1,,
year1,month1,day8,date8,user5878,produit81,event_name1,,
year1,month1,day7,date7,user5899,produit81,event_name1,,
year1,month1,day1,date1,user5938,produit81,event_name1,,
year1,month1,day5,date5,user6012,produit81,event_name1,,
year1,month1,day6,date6,user6077,produit81,event_name1,,
year1,month1,day5,date5,user6148,produit81,event_name1,,
year1,month1,day8,date8,user6170,produit81,event_name1,,
year1,month1,day6,date6,user6198,produit81,event_name1,,
year1,month1,day4,date4,user6201,produit81,event_name1,,
year1,month1,day4,date4,user6201,produit81,event_name1,,
year1,month1,day6,date6,user6320,produit81,event_name1,,
year1,month1,day3,date3,user6381,produit81,event_name1,,
year1,month1,day3,date3,user6381,produit81,event_name1,,
year1,month1,day7,date7,user6420,produit81,event_name1,,
year1,month1,day4,date4,user6445,produit81,event_name1,,
year1,month1,day1,date1,user6460,produit81,event_name1,,
year1,month1,day2,date2,user6461,produit81,event_name1,,
year1,month1,day5,date5,user6466,produit81,event_name1,,
year1,month1,day3,date3,user6495,produit81,event_name1,,
year1,month1,day1,date1,user6523,produit81,event_name1,,
year1,month1,day5,date5,user6553,produit81,event_name1,,
year1,month1,day2,date2,user6586,produit81,event_name1,,
year1,month1,day6,date6,user6604,produit81,event_name1,,
year1,month1,day8,date8,user6653,produit81,event_name1,,
year1,month1,day8,date8,user6715,produit81,event_name1,,
year1,month1,day3,date3,user6743,produit81,event_name1,,
year1,month1,day4,date4,user6790,produit81,event_name1,,
year1,month1,day8,date8,user6829,produit81,event_name1,,
year1,month1,day6,date6,user6834,produit81,event_name1,,
year1,month1,day3,date3,user6878,produit81,event_name1,,
year1,month1,day8,date8,user6916,produit81,event_name1,,
year1,month1,day8,date8,user6916,produit81,event_name1,,
year1,month1,day5,date5,user6940,produit81,event_name1,,
year1,month1,day7,date7,user6954,produit81,event_name1,,
year1,month1,day3,date3,user7006,produit81,event_name1,,
year1,month1,day7,date7,user7016,produit81,event_name1,,
year1,month1,day4,date4,user7068,produit81,event_name1,,
year1,month1,day3,date3,user7089,produit81,event_name1,,
year1,month1,day3,date3,user7089,produit81,event_name1,,
year1,month1,day3,date3,user7089,produit81,event_name1,,
year1,month1,day3,date3,user7155,produit81,event_name1,,
year1,month1,day3,date3,user7155,produit81,event_name1,,
year1,month1,day2,date2,user7234,produit81,event_name1,,
year1,month1,day2,date2,user7280,produit81,event_name1,,
year1,month1,day7,date7,user7294,produit81,event_name1,,
year1,month1,day2,date2,user7301,produit81,event_name1,,
year1,month1,day1,date1,user7307,produit81,event_name1,,
year1,month1,day1,date1,user7307,produit81,event_name1,,
year1,month1,day1,date1,user7329,produit81,event_name1,,
year1,month1,day7,date7,user7339,produit81,event_name1,,
year1,month1,day2,date2,user7357,produit81,event_name1,,
year1,month1,day1,date1,user7469,produit81,event_name1,,
year1,month1,day4,date4,user7507,produit81,event_name1,,
year1,month1,day1,date1,user7541,produit81,event_name1,,
year1,month1,day8,date8,user7643,produit81,event_name1,,
year1,month1,day5,date5,user7687,produit81,event_name1,,
year1,month1,day6,date6,user7707,produit81,event_name1,,
year1,month1,day5,date5,user7728,produit81,event_name1,,
year1,month1,day1,date1,user7744,produit81,event_name1,,
year1,month1,day2,date2,user7846,produit81,event_name1,,
year1,month1,day2,date2,user7879,produit81,event_name1,,
year1,month1,day1,date1,user7889,produit81,event_name1,,
year1,month1,day1,date1,user7889,produit81,event_name1,,
year1,month1,day1,date1,user7900,produit81,event_name1,,
year1,month1,day6,date6,user7938,produit81,event_name1,,
year1,month1,day8,date8,user8018,produit81,event_name1,,
year1,month1,day5,date5,user8024,produit81,event_name1,,
year1,month1,day3,date3,user8056,produit81,event_name1,,
year1,month1,day3,date3,user8056,produit81,event_name1,,
year1,month1,day6,date6,user8124,produit81,event_name1,,
year1,month1,day2,date2,user8193,produit81,event_name1,,
year1,month1,day8,date8,user8360,produit81,event_name1,,
year1,month1,day7,date7,user8388,produit81,event_name1,,
year1,month1,day5,date5,user8421,produit81,event_name1,,
year1,month1,day3,date3,user8456,produit81,event_name1,,
year1,month1,day7,date7,user8515,produit81,event_name1,,
year1,month1,day4,date4,user8598,produit81,event_name1,,
year1,month1,day1,date1,user98,produit82,event_name1,,
year1,month1,day2,date2,user601,produit82,event_name1,,
year1,month1,day1,date1,user1780,produit82,event_name1,,
year1,month1,day7,date7,user2695,produit82,event_name1,,
year1,month1,day5,date5,user3053,produit82,event_name1,,
year1,month1,day1,date1,user4330,produit82,event_name1,,
year1,month1,day1,date1,user4572,produit82,event_name1,,
year1,month1,day8,date8,user7822,produit82,event_name1,,
year1,month1,day5,date5,user2762,produit83,event_name1,,
year1,month1,day1,date1,user3038,produit83,event_name1,,
year1,month1,day5,date5,user2705,produit84,event_name1,,
year1,month1,day2,date2,user5690,produit84,event_name1,,
year1,month1,day7,date7,user1,produit85,event_name1,,
year1,month1,day7,date7,user1,produit85,event_name1,,
year1,month1,day2,date2,user5,produit85,event_name1,,
year1,month1,day2,date2,user5,produit85,event_name1,,
year1,month1,day1,date1,user26,produit85,event_name1,,
year1,month1,day4,date4,user26,produit85,event_name1,,
year1,month1,day4,date4,user26,produit85,event_name1,,
year1,month1,day7,date7,user26,produit85,event_name1,,
year1,month1,day7,date7,user26,produit85,event_name1,,
year1,month1,day4,date4,user79,produit85,event_name1,,
year1,month1,day8,date8,user89,produit85,event_name1,,
year1,month1,day6,date6,user94,produit85,event_name1,,
year1,month1,day2,date2,user156,produit85,event_name1,,
year1,month1,day2,date2,user156,produit85,event_name1,,
year1,month1,day4,date4,user172,produit85,event_name1,,
year1,month1,day5,date5,user199,produit85,event_name1,,
year1,month1,day6,date6,user215,produit85,event_name1,,
year1,month1,day8,date8,user217,produit85,event_name1,,
year1,month1,day7,date7,user218,produit85,event_name1,,
year1,month1,day7,date7,user218,produit85,event_name1,,
year1,month1,day7,date7,user246,produit85,event_name1,,
year1,month1,day5,date5,user273,produit85,event_name1,,
year1,month1,day6,date6,user315,produit85,event_name1,,
year1,month1,day3,date3,user365,produit85,event_name1,,
year1,month1,day8,date8,user385,produit85,event_name1,,
year1,month1,day8,date8,user385,produit85,event_name1,,
year1,month1,day2,date2,user426,produit85,event_name1,,
year1,month1,day2,date2,user426,produit85,event_name1,,
year1,month1,day2,date2,user426,produit85,event_name1,,
year1,month1,day5,date5,user426,produit85,event_name1,,
year1,month1,day6,date6,user426,produit85,event_name1,,
year1,month1,day6,date6,user426,produit85,event_name1,,
year1,month1,day1,date1,user427,produit85,event_name1,,
year1,month1,day7,date7,user432,produit85,event_name1,,
year1,month1,day1,date1,user476,produit85,event_name1,,
year1,month1,day1,date1,user476,produit85,event_name1,,
year1,month1,day1,date1,user476,produit85,event_name1,,
year1,month1,day1,date1,user567,produit85,event_name1,,
year1,month1,day6,date6,user570,produit85,event_name1,,
year1,month1,day2,date2,user581,produit85,event_name1,,
year1,month1,day2,date2,user584,produit85,event_name1,,
year1,month1,day8,date8,user597,produit85,event_name1,,
year1,month1,day8,date8,user618,produit85,event_name1,,
year1,month1,day8,date8,user618,produit85,event_name1,,
year1,month1,day3,date3,user631,produit85,event_name1,,
year1,month1,day3,date3,user632,produit85,event_name1,,
year1,month1,day6,date6,user635,produit85,event_name1,,
year1,month1,day6,date6,user728,produit85,event_name1,,
year1,month1,day2,date2,user741,produit85,event_name1,,
year1,month1,day2,date2,user753,produit85,event_name1,,
year1,month1,day1,date1,user772,produit85,event_name1,,
year1,month1,day3,date3,user772,produit85,event_name1,,
year1,month1,day3,date3,user772,produit85,event_name1,,
year1,month1,day3,date3,user772,produit85,event_name1,,
year1,month1,day3,date3,user772,produit85,event_name1,,
year1,month1,day6,date6,user772,produit85,event_name1,,
year1,month1,day1,date1,user773,produit85,event_name1,,
year1,month1,day5,date5,user810,produit85,event_name1,,
year1,month1,day5,date5,user810,produit85,event_name1,,
year1,month1,day7,date7,user894,produit85,event_name1,,
year1,month1,day2,date2,user903,produit85,event_name1,,
year1,month1,day8,date8,user910,produit85,event_name1,,
year1,month1,day2,date2,user930,produit85,event_name1,,
year1,month1,day3,date3,user930,produit85,event_name1,,
year1,month1,day6,date6,user932,produit85,event_name1,,
year1,month1,day7,date7,user947,produit85,event_name1,,
year1,month1,day7,date7,user947,produit85,event_name1,,
year1,month1,day7,date7,user947,produit85,event_name1,,
year1,month1,day5,date5,user971,produit85,event_name1,,
year1,month1,day3,date3,user1001,produit85,event_name1,,
year1,month1,day3,date3,user1019,produit85,event_name1,,
year1,month1,day7,date7,user1094,produit85,event_name1,,
year1,month1,day7,date7,user1160,produit85,event_name1,,
year1,month1,day7,date7,user1178,produit85,event_name1,,
year1,month1,day2,date2,user1184,produit85,event_name1,,
year1,month1,day5,date5,user1200,produit85,event_name1,,
year1,month1,day5,date5,user1200,produit85,event_name1,,
year1,month1,day6,date6,user1219,produit85,event_name1,,
year1,month1,day5,date5,user1221,produit85,event_name1,,
year1,month1,day6,date6,user1287,produit85,event_name1,,
year1,month1,day2,date2,user1315,produit85,event_name1,,
year1,month1,day5,date5,user1318,produit85,event_name1,,
year1,month1,day8,date8,user1333,produit85,event_name1,,
year1,month1,day8,date8,user1333,produit85,event_name1,,
year1,month1,day8,date8,user1375,produit85,event_name1,,
year1,month1,day4,date4,user1388,produit85,event_name1,,
year1,month1,day3,date3,user1400,produit85,event_name1,,
year1,month1,day4,date4,user1400,produit85,event_name1,,
year1,month1,day5,date5,user1401,produit85,event_name1,,
year1,month1,day8,date8,user1458,produit85,event_name1,,
year1,month1,day8,date8,user1458,produit85,event_name1,,
year1,month1,day4,date4,user1467,produit85,event_name1,,
year1,month1,day2,date2,user1490,produit85,event_name1,,
year1,month1,day2,date2,user1492,produit85,event_name1,,
year1,month1,day2,date2,user1492,produit85,event_name1,,
year1,month1,day6,date6,user1517,produit85,event_name1,,
year1,month1,day2,date2,user1532,produit85,event_name1,,
year1,month1,day8,date8,user1550,produit85,event_name1,,
year1,month1,day8,date8,user1637,produit85,event_name1,,
year1,month1,day1,date1,user1680,produit85,event_name1,,
year1,month1,day8,date8,user1682,produit85,event_name1,,
year1,month1,day8,date8,user1710,produit85,event_name1,,
year1,month1,day8,date8,user1760,produit85,event_name1,,
year1,month1,day7,date7,user1812,produit85,event_name1,,
year1,month1,day4,date4,user1836,produit85,event_name1,,
year1,month1,day4,date4,user1836,produit85,event_name1,,
year1,month1,day1,date1,user1839,produit85,event_name1,,
year1,month1,day4,date4,user1849,produit85,event_name1,,
year1,month1,day4,date4,user1856,produit85,event_name1,,
year1,month1,day3,date3,user1867,produit85,event_name1,,
year1,month1,day5,date5,user1929,produit85,event_name1,,
year1,month1,day1,date1,user1943,produit85,event_name1,,
year1,month1,day1,date1,user1957,produit85,event_name1,,
year1,month1,day7,date7,user1967,produit85,event_name1,,
year1,month1,day5,date5,user1972,produit85,event_name1,,
year1,month1,day1,date1,user1997,produit85,event_name1,,
year1,month1,day5,date5,user1997,produit85,event_name1,,
year1,month1,day2,date2,user2016,produit85,event_name1,,
year1,month1,day4,date4,user2026,produit85,event_name1,,
year1,month1,day7,date7,user2034,produit85,event_name1,,
year1,month1,day6,date6,user2058,produit85,event_name1,,
year1,month1,day6,date6,user2058,produit85,event_name1,,
year1,month1,day4,date4,user2070,produit85,event_name1,,
year1,month1,day2,date2,user2091,produit85,event_name1,,
year1,month1,day6,date6,user2096,produit85,event_name1,,
year1,month1,day8,date8,user2111,produit85,event_name1,,
year1,month1,day8,date8,user2111,produit85,event_name1,,
year1,month1,day7,date7,user2116,produit85,event_name1,,
year1,month1,day5,date5,user2121,produit85,event_name1,,
year1,month1,day6,date6,user2121,produit85,event_name1,,
year1,month1,day6,date6,user2121,produit85,event_name1,,
year1,month1,day6,date6,user2137,produit85,event_name1,,
year1,month1,day2,date2,user2158,produit85,event_name1,,
year1,month1,day4,date4,user2169,produit85,event_name1,,
year1,month1,day4,date4,user2192,produit85,event_name1,,
year1,month1,day1,date1,user2219,produit85,event_name1,,
year1,month1,day1,date1,user2226,produit85,event_name1,,
year1,month1,day1,date1,user2226,produit85,event_name1,,
year1,month1,day5,date5,user2262,produit85,event_name1,,
year1,month1,day5,date5,user2265,produit85,event_name1,,
year1,month1,day6,date6,user2311,produit85,event_name1,,
year1,month1,day1,date1,user2335,produit85,event_name1,,
year1,month1,day3,date3,user2336,produit85,event_name1,,
year1,month1,day5,date5,user2336,produit85,event_name1,,
year1,month1,day5,date5,user2348,produit85,event_name1,,
year1,month1,day3,date3,user2352,produit85,event_name1,,
year1,month1,day5,date5,user2378,produit85,event_name1,,
year1,month1,day5,date5,user2378,produit85,event_name1,,
year1,month1,day4,date4,user2389,produit85,event_name1,,
year1,month1,day4,date4,user2432,produit85,event_name1,,
year1,month1,day4,date4,user2443,produit85,event_name1,,
year1,month1,day4,date4,user2443,produit85,event_name1,,
year1,month1,day3,date3,user2444,produit85,event_name1,,
year1,month1,day7,date7,user2483,produit85,event_name1,,
year1,month1,day2,date2,user2501,produit85,event_name1,,
year1,month1,day5,date5,user2531,produit85,event_name1,,
year1,month1,day7,date7,user2542,produit85,event_name1,,
year1,month1,day7,date7,user2542,produit85,event_name1,,
year1,month1,day7,date7,user2542,produit85,event_name1,,
year1,month1,day7,date7,user2542,produit85,event_name1,,
year1,month1,day4,date4,user2556,produit85,event_name1,,
year1,month1,day4,date4,user2564,produit85,event_name1,,
year1,month1,day4,date4,user2564,produit85,event_name1,,
year1,month1,day4,date4,user2578,produit85,event_name1,,
year1,month1,day2,date2,user2581,produit85,event_name1,,
year1,month1,day3,date3,user2581,produit85,event_name1,,
year1,month1,day5,date5,user2626,produit85,event_name1,,
year1,month1,day5,date5,user2679,produit85,event_name1,,
year1,month1,day4,date4,user2710,produit85,event_name1,,
year1,month1,day4,date4,user2710,produit85,event_name1,,
year1,month1,day8,date8,user2734,produit85,event_name1,,
year1,month1,day6,date6,user2752,produit85,event_name1,,
year1,month1,day1,date1,user2768,produit85,event_name1,,
year1,month1,day8,date8,user2791,produit85,event_name1,,
year1,month1,day3,date3,user2839,produit85,event_name1,,
year1,month1,day6,date6,user2885,produit85,event_name1,,
year1,month1,day6,date6,user2887,produit85,event_name1,,
year1,month1,day5,date5,user2889,produit85,event_name1,,
year1,month1,day1,date1,user2922,produit85,event_name1,,
year1,month1,day1,date1,user2993,produit85,event_name1,,
year1,month1,day1,date1,user2996,produit85,event_name1,,
year1,month1,day3,date3,user3012,produit85,event_name1,,
year1,month1,day7,date7,user3032,produit85,event_name1,,
year1,month1,day4,date4,user3056,produit85,event_name1,,
year1,month1,day2,date2,user3067,produit85,event_name1,,
year1,month1,day5,date5,user3137,produit85,event_name1,,
year1,month1,day5,date5,user3137,produit85,event_name1,,
year1,month1,day6,date6,user3150,produit85,event_name1,,
year1,month1,day2,date2,user3152,produit85,event_name1,,
year1,month1,day5,date5,user3153,produit85,event_name1,,
year1,month1,day4,date4,user3168,produit85,event_name1,,
year1,month1,day6,date6,user3206,produit85,event_name1,,
year1,month1,day2,date2,user3221,produit85,event_name1,,
year1,month1,day3,date3,user3252,produit85,event_name1,,
year1,month1,day7,date7,user3300,produit85,event_name1,,
year1,month1,day7,date7,user3300,produit85,event_name1,,
year1,month1,day7,date7,user3300,produit85,event_name1,,
year1,month1,day7,date7,user3300,produit85,event_name1,,
year1,month1,day7,date7,user3300,produit85,event_name1,,
year1,month1,day5,date5,user3308,produit85,event_name1,,
year1,month1,day5,date5,user3320,produit85,event_name1,,
year1,month1,day4,date4,user3334,produit85,event_name1,,
year1,month1,day5,date5,user3335,produit85,event_name1,,
year1,month1,day8,date8,user3354,produit85,event_name1,,
year1,month1,day8,date8,user3425,produit85,event_name1,,
year1,month1,day2,date2,user3430,produit85,event_name1,,
year1,month1,day7,date7,user3441,produit85,event_name1,,
year1,month1,day7,date7,user3441,produit85,event_name1,,
year1,month1,day5,date5,user3457,produit85,event_name1,,
year1,month1,day8,date8,user3460,produit85,event_name1,,
year1,month1,day8,date8,user3460,produit85,event_name1,,
year1,month1,day4,date4,user3525,produit85,event_name1,,
year1,month1,day7,date7,user3540,produit85,event_name1,,
year1,month1,day8,date8,user3568,produit85,event_name1,,
year1,month1,day3,date3,user3589,produit85,event_name1,,
year1,month1,day3,date3,user3589,produit85,event_name1,,
year1,month1,day6,date6,user3618,produit85,event_name1,,
year1,month1,day2,date2,user3650,produit85,event_name1,,
year1,month1,day3,date3,user3684,produit85,event_name1,,
year1,month1,day3,date3,user3684,produit85,event_name1,,
year1,month1,day5,date5,user3693,produit85,event_name1,,
year1,month1,day6,date6,user3705,produit85,event_name1,,
year1,month1,day8,date8,user3772,produit85,event_name1,,
year1,month1,day7,date7,user3773,produit85,event_name1,,
year1,month1,day2,date2,user3790,produit85,event_name1,,
year1,month1,day5,date5,user3803,produit85,event_name1,,
year1,month1,day5,date5,user3803,produit85,event_name1,,
year1,month1,day6,date6,user3829,produit85,event_name1,,
year1,month1,day6,date6,user3829,produit85,event_name1,,
year1,month1,day5,date5,user3866,produit85,event_name1,,
year1,month1,day7,date7,user3889,produit85,event_name1,,
year1,month1,day3,date3,user3891,produit85,event_name1,,
year1,month1,day5,date5,user3939,produit85,event_name1,,
year1,month1,day7,date7,user3943,produit85,event_name1,,
year1,month1,day2,date2,user3983,produit85,event_name1,,
year1,month1,day4,date4,user4013,produit85,event_name1,,
year1,month1,day8,date8,user4024,produit85,event_name1,,
year1,month1,day7,date7,user4047,produit85,event_name1,,
year1,month1,day4,date4,user4055,produit85,event_name1,,
year1,month1,day2,date2,user4087,produit85,event_name1,,
year1,month1,day4,date4,user4098,produit85,event_name1,,
year1,month1,day4,date4,user4121,produit85,event_name1,,
year1,month1,day8,date8,user4123,produit85,event_name1,,
year1,month1,day4,date4,user4130,produit85,event_name1,,
year1,month1,day5,date5,user4147,produit85,event_name1,,
year1,month1,day5,date5,user4147,produit85,event_name1,,
year1,month1,day6,date6,user4147,produit85,event_name1,,
year1,month1,day5,date5,user4154,produit85,event_name1,,
year1,month1,day3,date3,user4165,produit85,event_name1,,
year1,month1,day3,date3,user4165,produit85,event_name1,,
year1,month1,day5,date5,user4167,produit85,event_name1,,
year1,month1,day1,date1,user4173,produit85,event_name1,,
year1,month1,day1,date1,user4173,produit85,event_name1,,
year1,month1,day5,date5,user4216,produit85,event_name1,,
year1,month1,day1,date1,user4250,produit85,event_name1,,
year1,month1,day7,date7,user4275,produit85,event_name1,,
year1,month1,day1,date1,user4281,produit85,event_name1,,
year1,month1,day2,date2,user4333,produit85,event_name1,,
year1,month1,day6,date6,user4334,produit85,event_name1,,
year1,month1,day2,date2,user4354,produit85,event_name1,,
year1,month1,day1,date1,user4380,produit85,event_name1,,
year1,month1,day1,date1,user4449,produit85,event_name1,,
year1,month1,day1,date1,user4459,produit85,event_name1,,
year1,month1,day4,date4,user4479,produit85,event_name1,,
year1,month1,day6,date6,user4594,produit85,event_name1,,
year1,month1,day5,date5,user4650,produit85,event_name1,,
year1,month1,day4,date4,user4704,produit85,event_name1,,
year1,month1,day5,date5,user4738,produit85,event_name1,,
year1,month1,day6,date6,user4738,produit85,event_name1,,
year1,month1,day5,date5,user4772,produit85,event_name1,,
year1,month1,day7,date7,user4796,produit85,event_name1,,
year1,month1,day4,date4,user4797,produit85,event_name1,,
year1,month1,day1,date1,user4814,produit85,event_name1,,
year1,month1,day3,date3,user4842,produit85,event_name1,,
year1,month1,day1,date1,user4854,produit85,event_name1,,
year1,month1,day1,date1,user4854,produit85,event_name1,,
year1,month1,day1,date1,user4871,produit85,event_name1,,
year1,month1,day2,date2,user4871,produit85,event_name1,,
year1,month1,day4,date4,user4871,produit85,event_name1,,
year1,month1,day8,date8,user4934,produit85,event_name1,,
year1,month1,day8,date8,user4934,produit85,event_name1,,
year1,month1,day5,date5,user4957,produit85,event_name1,,
year1,month1,day7,date7,user4964,produit85,event_name1,,
year1,month1,day5,date5,user4967,produit85,event_name1,,
year1,month1,day1,date1,user4975,produit85,event_name1,,
year1,month1,day2,date2,user4975,produit85,event_name1,,
year1,month1,day4,date4,user5019,produit85,event_name1,,
year1,month1,day7,date7,user5037,produit85,event_name1,,
year1,month1,day7,date7,user5048,produit85,event_name1,,
year1,month1,day3,date3,user5120,produit85,event_name1,,
year1,month1,day2,date2,user5133,produit85,event_name1,,
year1,month1,day5,date5,user5136,produit85,event_name1,,
year1,month1,day2,date2,user5234,produit85,event_name1,,
year1,month1,day2,date2,user5261,produit85,event_name1,,
year1,month1,day3,date3,user5264,produit85,event_name1,,
year1,month1,day4,date4,user5270,produit85,event_name1,,
year1,month1,day8,date8,user5275,produit85,event_name1,,
year1,month1,day2,date2,user5299,produit85,event_name1,,
year1,month1,day7,date7,user5308,produit85,event_name1,,
year1,month1,day2,date2,user5329,produit85,event_name1,,
year1,month1,day1,date1,user5370,produit85,event_name1,,
year1,month1,day1,date1,user5370,produit85,event_name1,,
